price,rating,Dual_Sim,4G,5G,Vo5G,NFC,IR_Blaster,Processor_Brand,Processor_Series,Core_Count,Clock_Speed_GHz,Performance_Tier,RAM Size GB,Storage Size GB,RAM Tier,battery_capacity,fast_charging_power,Screen_Size,Resolution_Width,Resolution_Height,Refresh_Rate,Notch_Type,primary_rear_camera_mp,num_rear_cameras,primary_front_camera_mp,num_front_cameras,memory_card_support,memory_card_size,os_name,os_version,brand
non-expensive,80.0,Yes,No,No,No,No,No,Other,4,8.0,2.4,Unknown,6.0,128.0,Unknown,5000.0,0,6.58,1080.0,2400.0,90.0,Unknown,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Motorola
non-expensive,82.0,Yes,Yes,Yes,No,Yes,No,Exynos,1280,8.0,2.4,Unknown,6.0,128.0,Mid-Range,5000.0,25,6.4,1080.0,2400.0,90.0,Punch Hole,48.0,1.0,13.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,80.0,Yes,Yes,No,No,No,No,Snapdragon,425,4.0,1.2,Budget,3.0,16.0,Budget,2730.0,0,5.2,720.0,1280.0,60.0,No Notch,13.0,1.0,5.0,1.0,Yes,1 TB,Android,v6.0,Vivo
non-expensive,77.0,Yes,Yes,Yes,No,No,No,Dimensity,1300,8.0,2.4,Unknown,8.0,128.0,High-End,4500.0,0,6.58,1080.0,2400.0,90.0,Punch Hole,50.0,3.0,16.0,1.0,No,1 TB,Android,v12,Vivo
non-expensive,80.0,Yes,Yes,No,No,No,No,Other,310,4.0,2.4,Unknown,3.0,32.0,Budget,4800.0,0,6.8,720.0,1600.0,60.0,Punch Hole,13.0,1.0,5.0,1.0,Yes,1 TB,Android,v10,Gionee
non-expensive,72.0,Yes,Yes,No,No,No,No,Helio,85,8.0,2.4,Budget,4.0,64.0,Mid-Range,6000.0,18,6.5,720.0,1600.0,60.0,Water Drop Notch,48.0,3.0,8.0,1.0,Yes,256 GB,Android,v10,Realme Narzo
non-expensive,81.0,Yes,Yes,Yes,No,No,Yes,Dimensity,810,8.0,2.4,Unknown,6.0,128.0,Mid-Range,5000.0,33,6.6,1080.0,2400.0,90.0,Punch Hole,50.0,2.0,16.0,1.0,Yes,1 TB,Android,v11,Poco
non-expensive,82.0,Yes,Yes,Yes,No,No,No,Snapdragon,870,8.0,3.2,Flagship,8.0,256.0,High-End,5000.0,80,6.62,1080.0,2400.0,120.0,Punch Hole,64.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,Realme
expensive,80.0,Yes,Yes,Yes,Yes,Yes,No,Snapdragon,8 Gen2,8.0,3.2,Flagship,8.0,256.0,High-End,5000.0,45,6.8,1440.0,3088.0,120.0,Punch Hole,200.0,1.0,12.0,1.0,No,1 TB,Android,v13,Samsung
non-expensive,80.0,Yes,Yes,No,No,No,No,Other,612,8.0,1.82,Unknown,2.0,32.0,Budget,5000.0,0,6.5,720.0,1600.0,60.0,Water Drop Notch,8.0,1.0,5.0,1.0,Yes,1 TB,Android,v11,Realme
non-expensive,83.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,695,8.0,2.2,Unknown,6.0,128.0,Mid-Range,5000.0,67,6.7,1080.0,2412.0,120.0,Punch Hole,108.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,OnePlus
non-expensive,75.0,Yes,Yes,No,No,No,No,Snapdragon,680,8.0,2.4,Mid-Range,4.0,128.0,Mid-Range,5000.0,18,6.58,1080.0,2408.0,90.0,Water Drop Notch,50.0,2.0,8.0,1.0,Yes,1 TB,Android,v12,Vivo
non-expensive,84.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,888,8.0,2.84,Unknown,8.0,128.0,High-End,5000.0,65,6.62,1080.0,2400.0,120.0,Punch Hole,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,Realme
non-expensive,86.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,695,8.0,2.2,Mid-Range,8.0,128.0,High-End,5000.0,30,6.6,1080.0,2400.0,120.0,Punch Hole,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,Motorola
non-expensive,71.0,Yes,Yes,No,No,No,No,Dimensity,810,8.0,2.4,Unknown,4.0,128.0,Mid-Range,6000.0,18,6.8,1080.0,2400.0,120.0,Punch Hole,50.0,1.0,8.0,1.0,Yes,1 TB,Android,v12,Tecno
expensive,80.0,Yes,Yes,Yes,No,Yes,No,Other,2,8.0,2.85,Unknown,12.0,128.0,Flagship,5000.0,30,6.7,1440.0,3120.0,120.0,Punch Hole,50.0,3.0,8.0,1.0,Yes,1 TB,Android,v12,Google
non-expensive,80.0,Yes,Yes,Yes,No,Yes,No,Dimensity,700,8.0,2.2,Unknown,6.0,128.0,Mid-Range,5000.0,18,6.5,1080.0,2400.0,90.0,Punch Hole,48.0,3.0,16.0,1.0,Yes,1 TB,Android,v11,Realme Narzo
non-expensive,64.0,Yes,Yes,Yes,No,No,No,Snapdragon,480,8.0,2.2,Budget,4.0,32.0,Mid-Range,5000.0,18,6.5,720.0,1600.0,90.0,No Notch,13.0,1.0,8.0,1.0,Yes,512 GB,Android,v12,Jio
non-expensive,77.0,Yes,Yes,No,No,No,Yes,Helio,99,8.0,2.2,Mid-Range,6.0,128.0,Mid-Range,5000.0,18,6.58,1080.0,2400.0,90.0,Water Drop Notch,50.0,3.0,8.0,1.0,Yes,512 GB,Android,v12,Poco
non-expensive,80.0,Yes,Yes,No,No,No,No,Unisoc,9836,4.0,1.6,Unknown,2.0,32.0,Budget,5000.0,0,6.5,720.0,1600.0,60.0,Water Drop Notch,8.0,1.0,5.0,1.0,Yes,1 TB,Android,v10,Samsung
non-expensive,80.0,Yes,Yes,No,No,No,No,Other,2000,8.0,2.4,Unknown,6.0,128.0,Unknown,5000.0,0,6.58,1080.0,2400.0,90.0,Unknown,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Nokia
expensive,86.0,Yes,Yes,Yes,Yes,No,No,Snapdragon,782,8.0,2.7,Unknown,8.0,256.0,High-End,4700.0,80,6.67,1080.0,2408.0,120.0,Water Drop Notch,64.0,3.0,32.0,1.0,Yes,1 TB,Android,v13,Vivo
expensive,85.0,Yes,Yes,Yes,No,Yes,No,Kirin,9000,8.0,3.13,Unknown,8.0,256.0,High-End,4500.0,66,6.76,1440.0,3200.0,120.0,Small Notch,64.0,3.0,13.0,1.0,No,1 TB,HarmonyOS,v4.0,Huawei
non-expensive,81.0,Yes,Yes,Yes,No,No,No,Snapdragon,695,8.0,2.2,Mid-Range,8.0,128.0,High-End,5000.0,25,6.6,1080.0,2408.0,120.0,Water Drop Notch,50.0,1.0,8.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,71.0,Yes,Yes,No,No,No,No,Unisoc,606,8.0,1.6,Unknown,4.0,64.0,Mid-Range,5050.0,18,6.5,720.0,1600.0,90.0,Water Drop Notch,50.0,3.0,8.0,1.0,Yes,512 GB,Android,v11,Nokia
expensive,89.0,Yes,Yes,Yes,No,Yes,No,Dimensity,9000,8.0,3.05,Flagship,12.0,256.0,Flagship,5160.0,45,6.8,1080.0,2400.0,120.0,Punch Hole,50.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,Tecno
expensive,89.0,Yes,Yes,No,No,Yes,Yes,Snapdragon,888,8.0,2.84,Flagship,8.0,512.0,High-End,4600.0,66,7.8,2200.0,2480.0,120.0,Punch Hole,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Huawei
non-expensive,73.0,Yes,Yes,No,No,No,No,Helio,80,8.0,2.4,Unknown,4.0,64.0,Mid-Range,6000.0,0,6.4,720.0,1600.0,90.0,Water Drop Notch,48.0,1.0,13.0,1.0,Yes,1 TB,Android,v11,Samsung
non-expensive,70.0,Yes,Yes,No,No,No,No,Helio,85,8.0,2.4,Unknown,4.0,64.0,Mid-Range,5000.0,0,6.71,720.0,1650.0,60.0,Water Drop Notch,50.0,1.0,5.0,1.0,Yes,512 GB,Android,v12,Redmi
non-expensive,75.0,Yes,Yes,Yes,No,No,No,Snapdragon,480,8.0,2.2,Unknown,6.0,128.0,Mid-Range,5000.0,5,6.5,720.0,1600.0,60.0,Water Drop Notch,48.0,2.0,8.0,1.0,Yes,1 TB,Android,v11,Honor
non-expensive,79.0,Yes,Yes,Yes,No,No,Yes,Snapdragon,4,8.0,2.4,Budget,6.0,128.0,Mid-Range,5100.0,18,6.73,1080.0,2408.0,120.0,Punch Hole,64.0,2.0,16.0,1.0,Yes,1 TB,Android,v13,Xiaomi
non-expensive,81.0,Yes,Yes,No,No,No,No,Kirin,810,8.0,2.2,Unknown,8.0,128.0,High-End,4200.0,40,6.4,1080.0,2340.0,60.0,Punch Hole,48.0,1.0,16.0,1.0,Yes,256 GB,Android,v10,Huawei
expensive,88.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8,8.0,3.2,Flagship,8.0,128.0,High-End,4700.0,66,6.67,1080.0,2400.0,120.0,Punch Hole,50.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,Nothing
non-expensive,75.0,Yes,Yes,No,No,No,No,Other,2,8.0,2.4,Unknown,4.0,64.0,Mid-Range,5000.0,25,6.6,1080.0,2408.0,60.0,Water Drop Notch,50.0,1.0,8.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,74.0,Yes,Yes,No,No,No,No,Helio,99,8.0,2.2,Mid-Range,4.0,64.0,Mid-Range,5000.0,33,6.4,1080.0,2400.0,90.0,Punch Hole,50.0,2.0,16.0,1.0,Yes,1 TB,Android,v12,Cola
non-expensive,78.0,Yes,Yes,No,No,No,No,Helio,95,8.0,2.4,Unknown,4.0,128.0,Mid-Range,5000.0,30,6.4,1080.0,2400.0,60.0,Punch Hole,64.0,1.0,16.0,1.0,Yes,256 GB,Android,v11,Realme
non-expensive,79.0,Yes,Yes,No,No,No,No,Helio,96,8.0,2.05,Unknown,8.0,128.0,High-End,5000.0,33,6.95,1080.0,2460.0,120.0,Punch Hole,50.0,3.0,16.0,1.0,Yes,2 TB,Android,v11,Infinix
expensive,83.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8,8.0,3.2,Unknown,8.0,128.0,High-End,4600.0,240,6.7,1080.0,2412.0,120.0,Punch Hole,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,Realme
non-expensive,82.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,778,8.0,2.4,High-End,6.0,128.0,Mid-Range,4300.0,67,6.55,1080.0,2400.0,120.0,Punch Hole,108.0,3.0,32.0,1.0,No,1 TB,Android,v12,Xiaomi
non-expensive,77.0,Yes,Yes,No,No,No,No,Snapdragon,845,8.0,2.8,Flagship,6.0,64.0,Mid-Range,4000.0,0,6.18,1080.0,2246.0,60.0,Large Notch,12.0,2.0,20.0,1.0,Yes,256 GB,Android,v8.1,Xiaomi
non-expensive,61.0,Yes,Yes,No,No,No,No,Other,612,8.0,1.82,Unknown,3.0,32.0,Budget,5000.0,10,6.5,720.0,1600.0,60.0,Water Drop Notch,8.0,1.0,5.0,1.0,Yes,1 TB,Android,v11,Realme Narzo
non-expensive,66.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,3.0,32.0,Budget,5000.0,0,6.51,720.0,1600.0,60.0,Water Drop Notch,13.0,2.0,8.0,1.0,Yes,1 TB,Android,v12,Vivo
expensive,80.0,Yes,Yes,Yes,No,Yes,Yes,Snapdragon,8 Gen2,8.0,3.2,Flagship,8.0,128.0,High-End,4820.0,120,6.73,1440.0,3200.0,120.0,Punch Hole,3.0,3.0,32.0,1.0,No,1 TB,Android,v13,Xiaomi
expensive,87.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,888,8.0,2.9,Unknown,8.0,128.0,High-End,6000.0,65,6.78,1080.0,2448.0,144.0,No Notch,64.0,3.0,24.0,1.0,Yes,1 TB,Android,v12,Asus
non-expensive,78.0,Yes,Yes,No,No,No,No,Snapdragon,680,8.0,2.4,Unknown,6.0,128.0,Mid-Range,5000.0,33,6.6,1080.0,2412.0,90.0,Punch Hole,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v11,Realme
non-expensive,81.0,Yes,Yes,Yes,No,No,No,Snapdragon,695,8.0,2.2,Mid-Range,6.0,128.0,Mid-Range,5000.0,33,6.59,1080.0,2412.0,120.0,Punch Hole,64.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,OnePlus
expensive,80.0,Yes,Yes,Yes,No,Yes,Yes,Kirin,990,8.0,2.86,Unknown,12.0,512.0,Flagship,4500.0,0,6.53,1176.0,2400.0,60.0,Large Notch,40.0,1.0,32.0,1.0,Yes,256 GB,Android,v10,Huawei
non-expensive,84.0,Yes,Yes,No,No,Yes,No,Helio,96,8.0,2.05,Unknown,8.0,128.0,High-End,6000.0,33,6.3,1080.0,2340.0,60.0,Water Drop Notch,108.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,Doogee
non-expensive,84.0,Yes,Yes,Yes,No,Yes,Yes,Snapdragon,8,8.0,3.2,Unknown,8.0,128.0,High-End,5500.0,67,6.67,1440.0,3200.0,120.0,Punch Hole,64.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,Poco
non-expensive,66.0,Yes,Yes,No,No,No,No,Helio,37,8.0,2.3,Unknown,4.0,64.0,Mid-Range,5000.0,0,6.5,720.0,1600.0,60.0,Water Drop Notch,13.0,2.0,8.0,1.0,Yes,256 GB,Android,v12,Lava
non-expensive,83.0,Yes,Yes,No,No,Yes,No,Helio,99,8.0,2.2,Unknown,6.0,128.0,Mid-Range,5000.0,33,6.55,1080.0,2400.0,120.0,Punch Hole,108.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,Motorola
non-expensive,75.0,Yes,Yes,Yes,No,No,Yes,Dimensity,700,8.0,2.2,Unknown,4.0,64.0,Mid-Range,5000.0,18,6.58,1080.0,2400.0,90.0,Water Drop Notch,50.0,2.0,8.0,1.0,Yes,512 GB,Android,v12,Poco
non-expensive,85.0,Yes,Yes,Yes,No,No,No,Dimensity,900,8.0,2.4,Unknown,6.0,128.0,Mid-Range,5000.0,25,6.7,1080.0,2400.0,120.0,Punch Hole,108.0,1.0,32.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,81.0,Yes,Yes,No,No,No,No,Snapdragon,680,8.0,2.4,Mid-Range,8.0,128.0,High-End,5000.0,18,6.58,1080.0,2408.0,90.0,Water Drop Notch,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,Vivo
non-expensive,86.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,778,8.0,2.5,Unknown,8.0,256.0,High-End,4800.0,66,6.67,1080.0,2400.0,120.0,Punch Hole,54.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,Honor
non-expensive,76.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,6.0,128.0,Mid-Range,5000.0,18,6.51,720.0,1600.0,60.0,Punch Hole,50.0,3.0,16.0,1.0,Yes,256 GB,Android,v11,OPPO
non-expensive,68.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,4.0,128.0,Mid-Range,5000.0,15,6.5,720.0,1600.0,60.0,Water Drop Notch,13.0,2.0,5.0,1.0,Yes,1 TB,Android,v12,Samsung
expensive,87.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8,8.0,3.2,Flagship,12.0,256.0,Flagship,4800.0,150,6.7,1080.0,2412.0,120.0,Punch Hole,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,OnePlus
non-expensive,83.0,Yes,Yes,Yes,No,Yes,No,Dimensity,8100,8.0,2.85,Unknown,8.0,128.0,High-End,5000.0,0,6.59,1080.0,2412.0,120.0,Punch Hole,64.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,OnePlus
expensive,89.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,888,8.0,2.84,Flagship,8.0,128.0,High-End,4500.0,65,6.7,1440.0,3216.0,120.0,Punch Hole,48.0,1.0,16.0,1.0,No,1 TB,Android,v11,OnePlus
non-expensive,70.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,4.0,64.0,Mid-Range,5000.0,0,6.6,720.0,1600.0,60.0,Water Drop Notch,50.0,2.0,8.0,1.0,Yes,1 TB,Android,v11,Tecno
non-expensive,71.0,Yes,Yes,No,No,No,No,Helio,85,8.0,2.4,Unknown,4.0,64.0,Mid-Range,6000.0,18,6.5,720.0,1600.0,60.0,Water Drop Notch,50.0,3.0,8.0,1.0,Yes,256 GB,Android,v11,Realme Narzo
non-expensive,81.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,695,8.0,2.2,Mid-Range,6.0,128.0,Mid-Range,4500.0,33,6.43,1080.0,2400.0,60.0,Punch Hole,64.0,3.0,16.0,1.0,Yes,1 TB,Android,v11,OnePlus
non-expensive,83.0,Yes,Yes,Yes,No,No,Yes,Dimensity,920,8.0,2.5,Unknown,8.0,128.0,High-End,5160.0,67,6.67,2400.0,1080.0,120.0,Punch Hole,108.0,3.0,16.0,1.0,Yes,1 TB,Android,v11,Xiaomi
non-expensive,69.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,4.0,64.0,Mid-Range,5000.0,33,6.56,720.0,1612.0,60.0,Water Drop Notch,13.0,2.0,8.0,1.0,Yes,1 TB,Android,v12,OPPO
non-expensive,80.0,Yes,Yes,Yes,No,No,No,Snapdragon,695,8.0,2.2,Unknown,6.0,128.0,Mid-Range,5000.0,18,6.58,1080.0,2408.0,120.0,Water Drop Notch,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,Vivo
non-expensive,80.0,Yes,Yes,No,No,No,No,Other,1,4.0,1.3,Unknown,2.0,32.0,Budget,4000.0,0,6.6,1600.0,720.0,60.0,Punch Hole,8.0,3.0,8.0,1.0,Yes,32 GB,Android,v10,itel
non-expensive,69.0,Yes,Yes,No,No,No,No,Helio,80,8.0,2.4,Unknown,4.0,64.0,Mid-Range,5000.0,18,6.51,720.0,1600.0,60.0,Water Drop Notch,13.0,3.0,8.0,1.0,Yes,256 GB,Android,v11,Vivo
non-expensive,81.0,Yes,Yes,Yes,No,No,No,Dimensity,920,8.0,2.5,Unknown,8.0,128.0,High-End,4500.0,60,6.4,1080.0,2400.0,90.0,Punch Hole,50.0,3.0,16.0,1.0,No,1 TB,Android,v12,Realme
non-expensive,73.0,Yes,Yes,No,No,No,No,Helio,85,8.0,2.4,Budget,4.0,64.0,Mid-Range,5000.0,33,6.7,1080.0,2400.0,60.0,Water Drop Notch,50.0,2.0,8.0,1.0,Yes,512 GB,Android,v12,Infinix
non-expensive,79.0,Yes,Yes,No,No,No,Yes,Helio,95,8.0,2.05,Unknown,6.0,128.0,Mid-Range,5000.0,33,6.43,1080.0,2400.0,60.0,Punch Hole,64.0,1.0,13.0,1.0,Yes,512 GB,Android,v11,Xiaomi
expensive,80.0,Yes,Yes,Yes,No,Yes,No,Bionic,15,6.0,3.22,Unknown,4.0,512.0,Mid-Range,3240.0,0,6.1,1170.0,2532.0,60.0,Small Notch,12.0,2.0,12.0,1.0,No,1 TB,iOS,v15,Apple
non-expensive,80.0,Yes,Yes,No,No,No,No,Other,9832,4.0,1.4,Unknown,2.0,32.0,Budget,3020.0,0,5.0,854.0,480.0,60.0,No Notch,2.0,1.0,16.0,0.0,Yes,1 TB,Android,v12,itel
expensive,86.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,870,8.0,3.2,Flagship,6.0,128.0,Mid-Range,4500.0,25,6.71,1440.0,3200.0,120.0,Punch Hole,64.0,3.0,10.0,1.0,Yes,1 TB,Android,v11,Samsung
non-expensive,64.0,Yes,Yes,No,No,No,No,Unisoc,9863,8.0,1.6,Unknown,4.0,64.0,Mid-Range,5050.0,0,6.52,720.0,1600.0,60.0,Water Drop Notch,13.0,2.0,5.0,1.0,Yes,1 TB,Android,v11,Nokia
non-expensive,84.0,Yes,Yes,Yes,No,Yes,No,Dimensity,900,8.0,2.4,Mid-Range,6.0,128.0,Mid-Range,7000.0,33,6.7,1080.0,2400.0,60.0,Punch Hole,64.0,1.0,32.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,80.0,Yes,No,No,No,No,No,Other,3,8.0,2.4,Unknown,6.0,128.0,Unknown,5000.0,0,6.58,1080.0,2400.0,90.0,Unknown,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,XTouch
expensive,88.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8,8.0,3.2,Unknown,8.0,128.0,High-End,3700.0,25,6.7,1080.0,2640.0,120.0,Punch Hole,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Samsung
non-expensive,76.0,Yes,Yes,Yes,No,No,No,Snapdragon,778,8.0,2.4,Unknown,8.0,128.0,High-End,4500.0,67,6.44,1080.0,2408.0,90.0,Water Drop Notch,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,Vivo
non-expensive,84.0,Yes,Yes,Yes,No,No,No,Snapdragon,778,8.0,2.4,High-End,8.0,128.0,High-End,4700.0,66,6.44,1080.0,2404.0,90.0,Water Drop Notch,64.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,Vivo
non-expensive,84.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,778,8.0,2.4,Unknown,8.0,128.0,High-End,4300.0,65,6.43,1080.0,2400.0,120.0,Punch Hole,64.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,Realme
non-expensive,63.0,Yes,Yes,No,No,No,No,Other,Unknown,8.0,2.4,Unknown,4.0,64.0,Mid-Range,5000.0,5,6.52,720.0,1600.0,60.0,Water Drop Notch,50.0,2.0,5.0,1.0,Yes,1 TB,EMUI,v12,Huawei
non-expensive,68.0,Yes,Yes,No,No,No,No,Helio,22,8.0,2.4,Unknown,4.0,64.0,Mid-Range,4230.0,0,6.52,720.0,1600.0,60.0,Water Drop Notch,13.0,1.0,5.0,1.0,Yes,1 TB,Android,v11,OPPO
non-expensive,61.0,Yes,Yes,No,No,No,No,Other,9863,8.0,1.6,Unknown,2.0,32.0,Budget,5000.0,0,6.52,720.0,1600.0,60.0,Water Drop Notch,8.0,1.0,5.0,1.0,Yes,1 TB,Android,v11,Realme
expensive,84.0,Yes,Yes,Yes,No,Yes,Yes,Snapdragon,8,8.0,3.2,Flagship,8.0,256.0,High-End,5000.0,120,6.78,1080.0,2400.0,120.0,Punch Hole,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,iQOO
non-expensive,80.0,Yes,Yes,Yes,No,No,No,Snapdragon,695,8.0,2.2,Unknown,8.0,128.0,High-End,4200.0,55,6.67,1080.0,2400.0,120.0,Punch Hole,50.0,3.0,16.0,1.0,No,1 TB,Android,v12,iQOO
non-expensive,65.0,Yes,Yes,No,No,No,No,Other,7150,4.0,1.8,Unknown,8.0,128.0,High-End,5000.0,10,6.5,720.0,1600.0,60.0,Small Notch,13.0,1.0,5.0,1.0,Yes,1 TB,Android,v12,LeEco
non-expensive,68.0,Yes,Yes,No,No,No,No,Snapdragon,439,8.0,2.4,Unknown,3.0,64.0,Budget,5000.0,0,6.51,720.0,1600.0,60.0,Water Drop Notch,13.0,3.0,8.0,1.0,Yes,1 TB,Android,v11,Vivo
non-expensive,80.0,No,No,No,No,No,No,Other,800,8.0,2.4,Unknown,6.0,128.0,Unknown,5000.0,0,6.58,1080.0,2400.0,90.0,Unknown,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,Samsung
expensive,86.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,855,8.0,2.96,Flagship,6.0,128.0,Mid-Range,4500.0,25,6.71,1440.0,3200.0,120.0,Punch Hole,64.0,3.0,10.0,1.0,Yes,1 TB,Android,v11,Samsung
non-expensive,80.0,Yes,Yes,No,No,No,No,Snapdragon,730,8.0,2.2,High-End,6.0,128.0,Mid-Range,5000.0,18,6.5,1080.0,2340.0,60.0,No Notch,64.0,1.0,16.0,1.0,Yes,1 TB,Android,v10,Motorola
non-expensive,66.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,3.0,32.0,Budget,5000.0,0,6.51,720.0,1600.0,60.0,Water Drop Notch,13.0,2.0,8.0,1.0,Yes,1 TB,Android,v11,Vivo
expensive,89.0,Yes,Yes,Yes,Yes,Yes,No,Snapdragon,8 Gen2,8.0,3.2,Flagship,8.0,256.0,High-End,4700.0,45,6.6,1080.0,2340.0,120.0,Punch Hole,50.0,3.0,12.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,76.0,Yes,Yes,No,No,No,No,Helio,80,8.0,2.4,Unknown,4.0,64.0,Mid-Range,6000.0,15,6.4,1080.0,2400.0,90.0,Water Drop Notch,64.0,1.0,20.0,1.0,Yes,1 TB,Android,v11,Samsung
non-expensive,83.0,Yes,Yes,Yes,No,No,No,Snapdragon,7 Gen1,8.0,2.36,Unknown,8.0,128.0,High-End,4500.0,65,6.43,1080.0,2460.0,90.0,Punch Hole,50.0,1.0,16.0,1.0,Yes,256 GB,Android,v12,OPPO
non-expensive,80.0,Yes,Yes,No,No,No,No,Other,28,4.0,1.5,Unknown,1.0,16.0,Budget,3000.0,0,5.3,720.0,1480.0,60.0,No Notch,8.0,1.0,5.0,1.0,Yes,1 TB,Android,v10,Samsung
non-expensive,84.0,Yes,Yes,No,No,No,No,Snapdragon,712,8.0,2.3,Unknown,8.0,256.0,High-End,4500.0,33,6.44,1080.0,2400.0,60.0,Dual Punch Hole,48.0,1.0,32.0,2.0,Yes,512 GB,Android,v10.0,Vivo
non-expensive,87.0,Yes,Yes,No,No,Yes,No,Helio,99,8.0,2.2,Mid-Range,8.0,128.0,High-End,4500.0,45,6.7,1080.0,2400.0,90.0,Water Drop Notch,108.0,3.0,60.0,1.0,Yes,2 TB,Android,v12,Infinix
expensive,85.0,Yes,Yes,Yes,No,No,No,Dimensity,1300,8.0,2.4,Unknown,8.0,128.0,High-End,4830.0,66,6.56,1080.0,2376.0,120.0,Punch Hole,64.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,Vivo
expensive,80.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8 Gen1,8.0,2.4,Unknown,12.0,512.0,Flagship,5000.0,45,6.8,1440.0,3080.0,120.0,Punch Hole,108.0,1.0,40.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,72.0,Yes,Yes,No,No,No,No,Helio,85,8.0,2.4,Budget,4.0,64.0,Mid-Range,5000.0,33,6.8,1080.0,2460.0,60.0,Punch Hole,48.0,1.0,8.0,1.0,Yes,1 TB,Android,v11,Tecno
non-expensive,81.0,Yes,Yes,No,No,No,No,Snapdragon,680,8.0,2.4,Mid-Range,6.0,128.0,Mid-Range,5000.0,33,6.4,1080.0,2400.0,90.0,Punch Hole,108.0,3.0,16.0,1.0,Yes,256 GB,Android,v12,Realme
expensive,89.0,Yes,Yes,Yes,No,Yes,Yes,Snapdragon,8 Gen1,8.0,2.4,Flagship,8.0,256.0,High-End,4600.0,120,6.73,1440.0,3200.0,120.0,Punch Hole,50.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,Xiaomi
non-expensive,81.0,Yes,Yes,Yes,No,No,No,Snapdragon,888,8.0,2.84,Flagship,8.0,128.0,High-End,5000.0,80,6.62,1080.0,2400.0,120.0,Punch Hole,50.0,3.0,16.0,1.0,No,1 TB,Android,v12,Oppo
non-expensive,80.0,Yes,Yes,No,No,No,No,Helio,85,8.0,2.4,Unknown,4.0,64.0,Mid-Range,2150.0,0,3.54,640.0,960.0,60.0,No Notch,8.0,1.0,2.0,1.0,Yes,1 TB,Android,v12,Duoqin
